call_count,is_exported,used_in_tests,dynamic_call_risk,cyclomatic_complexity,file_depth,dead_code_probability,label
7,0,1,0.52,4,1,0.04,0
0,0,0,0.29,8,3,0.703,1
0,0,0,0.32,7,2,0.809,1
9,0,1,0.23,4,5,0.057,0
6,1,1,0.18,1,6,0.045,0
0,0,0,0.16,5,6,0.883,1
0,0,0,0.05,10,6,0.832,1
0,0,0,0.4,11,2,0.873,1
0,0,0,0.01,1,1,0.722,1
8,1,1,0.4,2,4,0.184,0
10,0,1,0.37,1,7,0.235,0
3,0,1,0.49,8,5,0.225,0
0,0,0,0.23,14,5,0.874,1
0,0,0,0.35,14,5,0.821,1
9,0,1,0.11,3,2,0.083,0
0,0,0,0.13,8,9,0.943,1
8,0,1,0.3,5,7,0.123,0
10,1,1,0.15,6,6,0.268,0
0,0,0,0.26,11,6,0.783,1
0,0,0,0.11,13,4,0.91,1
0,0,0,0.26,5,9,0.753,1
2,1,1,0.07,11,3,0.045,0
2,0,1,0.18,2,5,0.183,0
0,0,0,0.3,2,1,0.833,1
0,0,0,0.4,13,5,0.966,1
5,0,1,0.2,5,7,0.175,0
0,0,0,0.07,13,8,0.929,1
0,0,0,0.38,13,5,0.871,1
6,1,1,0.26,12,2,0.199,0
0,0,0,0.51,3,1,0.861,1
10,1,1,0.37,12,1,0.198,0
0,0,0,0.39,2,1,0.919,1
3,1,1,0.06,6,5,0.041,0
7,0,1,0.26,7,5,0.221,0
0,0,0,0.45,3,6,0.974,1
0,0,0,0.46,12,1,0.898,1
0,0,0,0.11,10,2,0.906,1
0,0,0,0.24,13,4,0.82,1
7,0,1,0.33,9,6,0.13,0
3,0,1,0.37,8,8,0.133,0
6,1,1,0.5,1,5,0.266,0
2,0,1,0.21,6,6,0.152,0
0,0,0,0.29,13,2,0.934,1
3,0,1,0.19,5,4,0.238,0
9,0,1,0.16,5,7,0.077,0
8,1,1,0.76,13,1,0.184,0
3,0,1,0.21,1,1,0.143,0
0,0,0,0.57,14,8,0.754,1
0,0,0,0.23,4,9,0.749,1
9,0,1,0.76,14,3,0.123,0
0,0,0,0.29,8,7,0.746,1
2,0,1,0.65,2,3,0.23,0
3,0,1,0.25,1,4,0.268,0
0,0,0,0.22,7,5,0.794,1
0,0,0,0.17,14,3,0.816,1
3,0,1,0.11,12,9,0.128,0
0,0,0,0.25,3,8,0.969,1
0,0,0,0.71,10,3,0.76,1
3,0,1,0.4,4,3,0.222,0
4,0,1,0.28,3,3,0.227,0
4,0,1,0.07,12,6,0.143,0
2,0,1,0.48,8,8,0.089,0
0,0,0,0.23,8,8,0.784,1
6,0,1,0.15,14,6,0.256,0
0,0,0,0.11,6,4,0.739,1
7,0,1,0.07,4,9,0.039,0
7,0,1,0.12,14,6,0.143,0
2,0,1,0.4,9,5,0.256,0
9,1,1,0.24,3,3,0.229,0
4,1,1,0.28,11,5,0.048,0
0,0,0,0.75,6,5,0.828,1
4,1,1,0.38,10,2,0.287,0
10,0,1,0.27,9,1,0.097,0
3,0,1,0.27,2,1,0.097,0
0,0,0,0.5,2,6,0.732,1
0,0,0,0.15,11,2,0.904,1
0,0,0,0.02,7,2,0.783,1
0,0,0,0.06,3,9,0.916,1
8,0,1,0.29,4,4,0.139,0
2,0,1,0.28,9,9,0.19,0
0,0,0,0.34,11,1,0.729,1
9,0,1,0.24,6,8,0.07,0
0,0,0,0.08,6,4,0.755,1
3,0,1,0.08,7,8,0.193,0
0,0,0,0.32,4,8,0.85,1
0,0,0,0.18,8,4,0.875,1
0,0,0,0.5,13,5,0.712,1
0,0,0,0.31,1,3,0.838,1
0,0,0,0.19,5,3,0.909,1
0,0,0,0.1,9,9,0.811,1
2,0,1,0.52,6,9,0.233,0
6,1,1,0.4,14,3,0.056,0
8,0,1,0.55,6,1,0.046,0
0,0,0,0.41,3,7,0.901,1
3,0,1,0.36,6,4,0.162,0
0,0,0,0.18,7,9,0.979,1
5,0,1,0.65,3,9,0.076,0
5,0,1,0.32,12,1,0.16,0
6,0,1,0.29,5,3,0.206,0
3,0,1,0.35,4,7,0.052,0
6,0,1,0.05,5,3,0.191,0
0,0,0,0.4,2,8,0.929,1
0,0,0,0.18,8,8,0.844,1
9,0,1,0.1,5,6,0.136,0
6,1,1,0.53,10,7,0.169,0
0,0,0,0.44,14,2,0.807,1
2,0,1,0.3,12,2,0.066,0
0,0,0,0.37,7,1,0.943,1
0,0,0,0.26,4,7,0.788,1
0,0,0,0.15,7,8,0.93,1
2,1,1,0.32,6,3,0.161,0
3,1,1,0.21,1,9,0.251,0
0,0,0,0.19,14,3,0.702,1
0,0,0,0.21,8,8,0.707,1
0,0,0,0.16,5,5,0.791,1
0,0,0,0.63,1,3,0.951,1
0,0,0,0.19,12,5,0.821,1
6,0,1,0.28,6,1,0.178,0
0,0,0,0.33,6,1,0.789,1
4,0,1,0.28,2,3,0.154,0
0,0,0,0.25,2,5,0.939,1
9,0,1,0.08,2,7,0.201,0
0,0,0,0.63,9,9,0.799,1
5,0,1,0.45,5,3,0.215,0
0,0,0,0.26,4,5,0.837,1
4,0,1,0.1,2,9,0.234,0
0,0,0,0.33,5,7,0.892,1
0,0,0,0.49,9,8,0.931,1
0,0,0,0.15,7,6,0.873,1
10,0,1,0.23,3,6,0.06,0
0,0,0,0.51,2,7,0.885,1
0,0,0,0.15,6,9,0.72,1
9,0,1,0.12,4,2,0.031,0
7,1,1,0.23,14,4,0.258,0
8,0,1,0.6,9,3,0.034,0
0,0,0,0.11,5,4,0.743,1
7,1,1,0.31,14,4,0.245,0
0,0,0,0.16,9,2,0.807,1
0,0,0,0.19,1,3,0.897,1
6,0,1,0.2,13,5,0.227,0
0,0,0,0.27,4,4,0.839,1
4,0,1,0.14,2,1,0.164,0
4,0,1,0.27,2,7,0.108,0
0,0,0,0.35,13,1,0.873,1
10,0,1,0.08,14,4,0.104,0
9,0,1,0.26,14,9,0.214,0
0,0,0,0.22,14,2,0.777,1
0,0,0,0.09,3,9,0.82,1
0,0,0,0.22,14,9,0.954,1
10,0,1,0.14,11,6,0.128,0
6,1,1,0.24,12,3,0.175,0
3,0,1,0.62,13,3,0.17,0
0,0,0,0.29,12,3,0.855,1
0,0,0,0.43,7,6,0.863,1
10,1,1,0.34,1,6,0.242,0
0,0,0,0.28,12,2,0.812,1
7,0,1,0.3,7,6,0.259,0
2,1,1,0.39,14,4,0.034,0
0,0,0,0.23,1,6,0.963,1
0,0,0,0.03,13,2,0.937,1
8,0,1,0.11,7,5,0.152,0
3,0,1,0.13,1,8,0.193,0
3,1,1,0.13,13,3,0.136,0
0,0,0,0.03,12,7,0.85,1
0,0,0,0.47,9,3,0.804,1
8,0,1,0.45,2,4,0.067,0
4,1,1,0.22,6,1,0.155,0
0,0,0,0.49,2,9,0.858,1
0,0,0,0.27,4,6,0.794,1
0,0,0,0.31,6,4,0.9,1
0,0,0,0.04,8,4,0.876,1
0,0,0,0.18,2,3,0.961,1
3,0,1,0.3,2,6,0.254,0
0,0,0,0.23,10,9,0.749,1
8,0,1,0.51,8,9,0.133,0
6,0,1,0.42,7,9,0.11,0
3,0,1,0.35,7,6,0.25,0
7,1,1,0.13,10,2,0.158,0
7,0,1,0.06,7,3,0.021,0
0,0,0,0.68,6,3,0.896,1
2,1,1,0.04,10,3,0.147,0
0,0,0,0.19,14,6,0.794,1
0,0,0,0.37,3,1,0.93,1
10,1,1,0.18,4,9,0.139,0
0,0,0,0.19,1,4,0.741,1
0,0,0,0.24,12,2,0.833,1
10,1,1,0.29,13,8,0.18,0
0,0,0,0.06,12,1,0.931,1
0,0,0,0.14,4,2,0.777,1
9,1,1,0.24,9,6,0.101,0
0,0,0,0.46,12,1,0.707,1
7,1,1,0.16,1,5,0.183,0
0,0,0,0.4,14,2,0.9,1
0,0,0,0.45,7,9,0.954,1
0,0,0,0.54,13,8,0.938,1
0,0,0,0.31,13,6,0.882,1
0,0,0,0.29,4,9,0.903,1
8,0,1,0.64,2,7,0.072,0
5,0,1,0.31,14,4,0.275,0
10,0,1,0.41,10,2,0.228,0
2,0,1,0.36,9,7,0.08,0
3,0,1,0.07,1,8,0.272,0
0,0,0,0.2,14,9,0.83,1
0,0,0,0.32,11,6,0.708,1
0,0,0,0.34,5,6,0.734,1
0,0,0,0.78,8,6,0.904,1
0,0,0,0.61,11,8,0.783,1
0,0,0,0.38,1,7,0.95,1
0,0,0,0.31,1,3,0.898,1
9,1,1,0.31,4,1,0.283,0
9,1,1,0.32,12,2,0.213,0
9,1,1,0.12,11,8,0.177,0
3,0,1,0.09,1,4,0.198,0
0,0,0,0.34,12,5,0.711,1
0,0,0,0.52,12,8,0.769,1
0,0,0,0.33,3,1,0.927,1
8,0,1,0.23,13,4,0.266,0
9,0,1,0.38,8,8,0.244,0
3,0,1,0.28,13,3,0.141,0
5,1,1,0.64,13,5,0.295,0
5,0,1,0.24,13,2,0.113,0
7,0,1,0.34,7,3,0.209,0
9,0,1,0.2,12,2,0.172,0
0,0,0,0.18,12,2,0.928,1
10,0,1,0.03,1,7,0.239,0
0,0,0,0.36,7,6,0.964,1
0,0,0,0.14,9,3,0.862,1
6,0,1,0.18,8,1,0.031,0
10,0,1,0.12,1,9,0.132,0
0,0,0,0.13,9,9,0.827,1
0,0,0,0.19,3,5,0.953,1
0,0,0,0.09,9,8,0.895,1
0,0,0,0.32,13,9,0.926,1
8,1,1,0.44,4,8,0.187,0
0,0,0,0.28,4,7,0.92,1
0,0,0,0.45,1,4,0.842,1
3,0,1,0.29,12,6,0.139,0
6,0,1,0.11,8,2,0.136,0
0,0,0,0.34,14,1,0.823,1
0,0,0,0.12,4,1,0.914,1
6,0,1,0.39,4,1,0.238,0
6,0,1,0.16,14,7,0.136,0
0,0,0,0.34,13,3,0.829,1
0,0,0,0.19,4,9,0.821,1
3,0,1,0.51,9,4,0.136,0
7,0,1,0.16,10,8,0.143,0
7,0,1,0.3,7,2,0.266,0
0,0,0,0.05,13,2,0.824,1
0,0,0,0.34,9,3,0.812,1
0,0,0,0.23,2,6,0.926,1
9,0,1,0.32,5,7,0.289,0
7,0,1,0.65,12,5,0.05,0
4,0,1,0.4,11,6,0.288,0
0,0,0,0.17,7,3,0.762,1
0,0,0,0.34,1,2,0.743,1
0,0,0,0.31,8,8,0.953,1
0,0,0,0.12,1,8,0.907,1
9,0,1,0.1,12,3,0.186,0
7,0,1,0.32,9,2,0.158,0
0,0,0,0.4,12,1,0.964,1
4,0,1,0.61,4,5,0.086,0
0,0,0,0.38,14,9,0.966,1
0,0,0,0.32,2,8,0.959,1
10,0,1,0.31,8,7,0.297,0
0,0,0,0.49,2,8,0.869,1
5,0,1,0.27,14,5,0.1,0
0,0,0,0.12,1,1,0.82,1
8,0,1,0.46,7,9,0.035,0
0,0,0,0.12,13,1,0.921,1
0,0,0,0.46,13,3,0.817,1
10,1,1,0.11,9,5,0.08,0
10,0,1,0.19,5,2,0.296,0
2,1,1,0.09,12,9,0.287,0
0,0,0,0.52,13,2,0.872,1
0,0,0,0.43,7,2,0.707,1
5,0,1,0.15,9,1,0.095,0
0,0,0,0.2,4,7,0.796,1
9,1,1,0.16,12,7,0.062,0
4,0,1,0.42,14,8,0.153,0
0,0,0,0.14,2,1,0.955,1
5,0,1,0.25,5,7,0.097,0
3,0,1,0.46,12,8,0.122,0
0,0,0,0.4,14,3,0.846,1
4,1,1,0.29,4,3,0.259,0
0,0,0,0.09,2,9,0.864,1
0,0,0,0.14,13,7,0.902,1
7,0,1,0.22,9,4,0.135,0
0,0,0,0.06,4,2,0.81,1
6,0,1,0.36,1,7,0.246,0
5,0,1,0.19,11,1,0.218,0
0,0,0,0.26,4,4,0.764,1
0,0,0,0.29,6,3,0.838,1
9,0,1,0.38,1,3,0.28,0
10,0,1,0.09,4,8,0.138,0
0,0,0,0.21,9,5,0.739,1
0,0,0,0.35,9,6,0.913,1
0,0,0,0.53,8,3,0.786,1
0,0,0,0.39,3,9,0.746,1
6,0,1,0.36,4,5,0.129,0
3,0,1,0.84,6,2,0.267,0
0,0,0,0.17,7,7,0.974,1
0,0,0,0.27,11,3,0.853,1
0,0,0,0.09,6,6,0.751,1
2,1,1,0.51,6,1,0.02,0
9,0,1,0.24,8,8,0.298,0
0,0,0,0.33,14,4,0.846,1
6,0,1,0.18,12,5,0.18,0
8,0,1,0.58,8,2,0.119,0
0,0,0,0.22,14,8,0.733,1
3,0,1,0.28,6,5,0.136,0
0,0,0,0.07,7,3,0.892,1
0,0,0,0.53,10,1,0.916,1
0,0,0,0.04,1,4,0.976,1
0,0,0,0.26,7,1,0.758,1
0,0,0,0.07,13,4,0.927,1
3,0,1,0.22,9,4,0.28,0
3,0,1,0.72,4,3,0.226,0
0,0,0,0.27,6,5,0.733,1
0,0,0,0.47,7,3,0.838,1
0,0,0,0.38,5,1,0.705,1
10,0,1,0.1,10,2,0.271,0
7,0,1,0.72,9,9,0.175,0
10,0,1,0.43,3,1,0.104,0
3,1,1,0.35,14,3,0.044,0
0,0,0,0.17,7,9,0.703,1
8,0,1,0.56,13,6,0.205,0
0,0,0,0.28,6,9,0.808,1
4,0,1,0.22,7,2,0.249,0
0,0,0,0.19,12,5,0.773,1
9,0,1,0.59,9,5,0.18,0
0,0,0,0.25,13,6,0.702,1
6,0,1,0.31,2,2,0.127,0
0,0,0,0.51,9,2,0.716,1
0,0,0,0.74,3,3,0.822,1
5,1,1,0.13,12,9,0.12,0
6,0,1,0.75,6,6,0.229,0
0,0,0,0.47,1,2,0.954,1
2,0,1,0.19,9,4,0.129,0
0,0,0,0.08,6,3,0.723,1
9,1,1,0.22,10,6,0.239,0
10,0,1,0.18,13,5,0.069,0
0,0,0,0.22,14,7,0.916,1
5,0,1,0.1,10,8,0.231,0
0,0,0,0.15,4,5,0.899,1
6,0,1,0.19,12,9,0.21,0
0,0,0,0.31,6,9,0.858,1
3,0,1,0.26,4,1,0.172,0
0,0,0,0.59,10,1,0.893,1
0,0,0,0.3,13,1,0.765,1
0,0,0,0.22,8,5,0.793,1
5,1,1,0.69,3,4,0.185,0
4,0,1,0.19,8,9,0.058,0
0,0,0,0.28,14,3,0.916,1
5,0,1,0.4,2,8,0.297,0
3,0,1,0.41,9,1,0.117,0
7,0,1,0.16,14,1,0.026,0
4,0,1,0.25,10,8,0.238,0
0,0,0,0.29,8,5,0.921,1
0,0,0,0.6,1,7,0.798,1
0,0,0,0.27,5,1,0.906,1
0,0,0,0.13,6,2,0.837,1
0,0,0,0.06,5,5,0.796,1
0,0,0,0.17,13,6,0.871,1
0,0,0,0.25,3,5,0.818,1
0,0,0,0.46,3,2,0.844,1
5,0,1,0.78,5,4,0.079,0
6,0,1,0.26,14,2,0.215,0
10,0,1,0.58,13,5,0.145,0
0,0,0,0.68,8,1,0.883,1
3,0,1,0.15,4,2,0.023,0
0,0,0,0.78,8,4,0.846,1
4,0,1,0.2,6,9,0.224,0
0,0,0,0.3,10,2,0.837,1
10,0,1,0.2,3,4,0.025,0
0,0,0,0.4,4,6,0.725,1
0,0,0,0.17,14,3,0.975,1
5,0,1,0.37,6,4,0.148,0
4,0,1,0.4,8,1,0.124,0
8,0,1,0.51,11,7,0.258,0
0,0,0,0.27,11,8,0.73,1
4,1,1,0.09,5,1,0.156,0
0,0,0,0.1,12,2,0.879,1
0,0,0,0.5,3,3,0.757,1
0,0,0,0.15,1,5,0.878,1
0,0,0,0.28,5,4,0.885,1
5,0,1,0.05,10,7,0.098,0
0,0,0,0.57,10,8,0.939,1
4,0,1,0.34,8,2,0.175,0
0,0,0,0.11,2,9,0.835,1
0,0,0,0.14,6,3,0.852,1
6,0,1,0.07,8,2,0.079,0
0,0,0,0.24,11,6,0.811,1
0,0,0,0.13,6,2,0.951,1
0,0,0,0.31,7,6,0.706,1
0,0,0,0.36,2,1,0.714,1
5,1,1,0.22,1,7,0.074,0
0,0,0,0.41,1,6,0.779,1
0,0,0,0.34,13,4,0.773,1
4,0,1,0.18,8,4,0.031,0
0,0,0,0.19,6,3,0.783,1
0,0,0,0.14,6,7,0.848,1
6,1,1,0.2,12,8,0.146,0
0,0,0,0.24,13,7,0.927,1
0,0,0,0.46,9,8,0.916,1
0,0,0,0.62,8,5,0.758,1
4,1,1,0.2,3,9,0.135,0
0,0,0,0.05,4,7,0.765,1
0,0,0,0.24,2,7,0.787,1
9,0,1,0.35,4,3,0.277,0
0,0,0,0.25,3,4,0.954,1
7,1,1,0.11,5,6,0.161,0
0,0,0,0.33,8,2,0.863,1
0,0,0,0.23,3,7,0.775,1
0,0,0,0.25,12,8,0.858,1
7,1,1,0.14,2,5,0.194,0
10,0,1,0.26,11,7,0.15,0
9,0,1,0.51,12,7,0.096,0
0,0,0,0.26,4,4,0.93,1
0,0,0,0.63,2,4,0.753,1
7,0,1,0.1,10,8,0.156,0
6,0,1,0.64,2,6,0.274,0
0,0,0,0.39,11,7,0.923,1
5,0,1,0.37,4,2,0.136,0
6,0,1,0.23,8,1,0.169,0
10,0,1,0.33,13,1,0.165,0
0,0,0,0.09,6,7,0.86,1
7,0,1,0.23,4,5,0.125,0
7,0,1,0.32,14,9,0.037,0
0,0,0,0.42,14,9,0.758,1
0,0,0,0.08,11,6,0.774,1
0,0,0,0.44,6,6,0.936,1
2,0,1,0.24,11,9,0.258,0
10,1,1,0.34,12,2,0.061,0
0,0,0,0.48,14,6,0.85,1
6,0,1,0.22,3,4,0.213,0
9,0,1,0.4,6,7,0.041,0
8,0,1,0.34,12,6,0.045,0
5,0,1,0.52,7,1,0.208,0
0,0,0,0.15,6,1,0.85,1
0,0,0,0.43,12,1,0.917,1
6,0,1,0.17,14,8,0.078,0
0,0,0,0.29,7,8,0.855,1
0,0,0,0.53,4,9,0.81,1
9,1,1,0.43,5,8,0.145,0
0,0,0,0.06,2,2,0.866,1
8,0,1,0.26,14,6,0.119,0
0,0,0,0.46,11,1,0.845,1
0,0,0,0.02,12,9,0.739,1
8,1,1,0.29,8,3,0.251,0
6,1,1,0.29,6,9,0.074,0
9,1,1,0.56,13,2,0.175,0
0,0,0,0.16,4,7,0.89,1
0,0,0,0.38,11,4,0.913,1
0,0,0,0.17,10,8,0.837,1
7,0,1,0.17,8,5,0.023,0
7,0,1,0.78,11,3,0.226,0
9,1,1,0.33,3,1,0.048,0
0,0,0,0.16,12,3,0.825,1
0,0,0,0.17,11,6,0.891,1
0,0,0,0.22,10,3,0.917,1
10,0,1,0.24,9,9,0.292,0
0,0,0,0.61,14,2,0.798,1
0,0,0,0.11,12,1,0.914,1
10,0,1,0.27,5,6,0.107,0
3,1,1,0.62,2,6,0.04,0
0,0,0,0.43,7,9,0.973,1
0,0,0,0.54,1,9,0.838,1
4,0,1,0.36,12,8,0.137,0
0,0,0,0.32,11,3,0.916,1
0,0,0,0.44,3,9,0.929,1
6,0,1,0.51,2,3,0.09,0
0,0,0,0.18,12,5,0.898,1
0,0,0,0.21,9,9,0.795,1
0,0,0,0.28,7,6,0.937,1
0,0,0,0.32,2,1,0.952,1
3,0,1,0.1,13,3,0.25,0
0,0,0,0.59,6,9,0.812,1
3,0,1,0.19,7,2,0.202,0
0,0,0,0.24,1,4,0.928,1
10,1,1,0.32,6,7,0.151,0
9,1,1,0.59,8,6,0.283,0
0,0,0,0.49,12,4,0.816,1
0,0,0,0.14,11,5,0.72,1
10,1,1,0.19,6,4,0.045,0
0,0,0,0.03,1,6,0.892,1
4,1,1,0.5,2,6,0.109,0
10,0,1,0.19,9,2,0.158,0
8,1,1,0.24,7,8,0.175,0
4,0,1,0.32,8,2,0.248,0
2,0,1,0.47,10,8,0.113,0
0,0,0,0.22,2,8,0.879,1
0,0,0,0.15,11,2,0.721,1
0,0,0,0.08,13,1,0.969,1
0,0,0,0.24,6,6,0.833,1
0,0,0,0.19,1,1,0.888,1
7,0,1,0.11,6,8,0.295,0
0,0,0,0.46,9,2,0.716,1
2,0,1,0.17,3,6,0.283,0
8,0,1,0.17,6,9,0.242,0
0,0,0,0.12,7,7,0.73,1
0,0,0,0.28,7,9,0.769,1
5,0,1,0.35,4,9,0.184,0
0,0,0,0.32,1,7,0.96,1
0,0,0,0.31,13,2,0.711,1
9,0,1,0.09,2,8,0.278,0
0,0,0,0.57,13,1,0.971,1
0,0,0,0.16,10,2,0.704,1
0,0,0,0.4,12,6,0.891,1
0,0,0,0.09,14,8,0.874,1
10,0,1,0.48,8,3,0.113,0
0,0,0,0.3,11,6,0.817,1
0,0,0,0.28,9,7,0.782,1
0,0,0,0.22,12,2,0.972,1
0,0,0,0.16,2,3,0.732,1
2,0,1,0.24,11,7,0.056,0
2,0,1,0.5,11,2,0.117,0
0,0,0,0.14,13,1,0.976,1
8,0,1,0.52,8,9,0.282,0
0,0,0,0.06,11,1,0.903,1
8,0,1,0.53,1,2,0.22,0
2,0,1,0.29,10,9,0.034,0
0,0,0,0.39,13,2,0.873,1
0,0,0,0.44,9,8,0.761,1
5,1,1,0.11,9,7,0.054,0
5,1,1,0.15,2,6,0.213,0
0,0,0,0.19,3,9,0.833,1
0,0,0,0.46,9,4,0.937,1
0,0,0,0.18,8,6,0.949,1
0,0,0,0.32,1,2,0.855,1
7,0,1,0.18,8,9,0.243,0
6,1,1,0.34,14,2,0.236,0
0,0,0,0.65,11,4,0.851,1
9,0,1,0.36,1,4,0.188,0
0,0,0,0.09,13,9,0.719,1
2,0,1,0.04,12,9,0.295,0
0,0,0,0.41,14,8,0.76,1
0,0,0,0.25,3,4,0.925,1
9,1,1,0.32,11,1,0.225,0
6,1,1,0.13,11,8,0.026,0
6,0,1,0.08,5,9,0.19,0
0,0,0,0.45,8,3,0.933,1
6,0,1,0.37,10,6,0.025,0
5,0,1,0.38,10,1,0.278,0
9,0,1,0.13,7,5,0.117,0
0,0,0,0.09,2,3,0.953,1
0,0,0,0.38,9,3,0.826,1
0,0,0,0.14,3,8,0.856,1
0,0,0,0.18,14,9,0.898,1
0,0,0,0.22,13,1,0.836,1
0,0,0,0.21,9,9,0.878,1
9,1,1,0.09,8,1,0.234,0
0,0,0,0.54,6,9,0.746,1
5,1,1,0.2,12,4,0.048,0
0,0,0,0.41,13,6,0.864,1
6,0,1,0.27,6,5,0.152,0
5,0,1,0.18,5,1,0.254,0
4,1,1,0.11,13,7,0.038,0
4,1,1,0.23,9,8,0.142,0
6,0,1,0.19,4,1,0.212,0
0,0,0,0.48,4,2,0.727,1
0,0,0,0.12,5,9,0.977,1
8,0,1,0.28,4,9,0.077,0
0,0,0,0.43,11,4,0.769,1
9,0,1,0.48,4,5,0.239,0
5,0,1,0.21,8,6,0.276,0
0,0,0,0.15,7,7,0.708,1
10,1,1,0.31,2,3,0.167,0
0,0,0,0.3,12,7,0.823,1
4,0,1,0.59,10,8,0.034,0
4,0,1,0.4,14,9,0.249,0
0,0,0,0.61,13,3,0.773,1
5,0,1,0.15,9,4,0.222,0
0,0,0,0.13,10,2,0.881,1
5,0,1,0.11,3,7,0.22,0
8,0,1,0.16,1,8,0.156,0
0,0,0,0.25,4,2,0.894,1
0,0,0,0.11,6,7,0.825,1
6,0,1,0.18,6,4,0.292,0
9,0,1,0.37,10,2,0.174,0
0,0,0,0.34,2,3,0.968,1
0,0,0,0.14,4,4,0.777,1
8,1,1,0.16,11,4,0.166,0
0,0,0,0.27,14,8,0.789,1
0,0,0,0.44,5,1,0.82,1
9,0,1,0.16,6,8,0.09,0
0,0,0,0.18,9,5,0.798,1
8,1,1,0.14,3,3,0.216,0
0,0,0,0.05,13,4,0.706,1
0,0,0,0.19,5,2,0.728,1
0,0,0,0.62,2,6,0.711,1
0,0,0,0.48,3,1,0.736,1
0,0,0,0.25,8,3,0.774,1
2,0,1,0.3,7,2,0.293,0
7,1,1,0.09,5,9,0.191,0
0,0,0,0.83,11,4,0.879,1
7,1,1,0.14,10,9,0.12,0
8,0,1,0.49,1,2,0.042,0
0,0,0,0.75,10,2,0.93,1
5,1,1,0.16,7,1,0.144,0
10,0,1,0.07,13,5,0.257,0
0,0,0,0.36,9,8,0.848,1
3,0,1,0.22,14,2,0.023,0
7,0,1,0.49,14,2,0.039,0
6,0,1,0.49,12,2,0.033,0
8,1,1,0.35,1,6,0.171,0
0,0,0,0.38,14,9,0.753,1
0,0,0,0.31,13,2,0.85,1
0,0,0,0.68,4,8,0.886,1
8,0,1,0.16,11,4,0.094,0
0,0,0,0.33,5,2,0.869,1
0,0,0,0.6,11,1,0.955,1
4,1,1,0.26,1,6,0.274,0
9,0,1,0.24,6,9,0.041,0
2,0,1,0.12,2,1,0.197,0
0,0,0,0.42,7,8,0.92,1
0,0,0,0.08,4,2,0.968,1
9,0,1,0.45,6,9,0.151,0
0,0,0,0.39,1,6,0.892,1
0,0,0,0.26,4,1,0.763,1
0,0,0,0.1,10,1,0.967,1
0,0,0,0.18,11,7,0.761,1
0,0,0,0.4,8,8,0.718,1
0,0,0,0.3,4,4,0.828,1
0,0,0,0.21,6,7,0.811,1
0,0,0,0.13,6,5,0.7,1
5,0,1,0.45,2,6,0.233,0
0,0,0,0.39,1,3,0.744,1
9,0,1,0.16,11,6,0.209,0
0,0,0,0.1,11,9,0.765,1
3,1,1,0.18,14,1,0.132,0
7,0,1,0.08,9,3,0.131,0
0,0,0,0.27,14,1,0.885,1
9,0,1,0.05,2,6,0.097,0
3,0,1,0.12,9,3,0.052,0
0,0,0,0.34,2,3,0.881,1
3,0,1,0.53,14,8,0.067,0
6,0,1,0.44,6,9,0.134,0
0,0,0,0.12,5,5,0.827,1
7,0,1,0.55,14,6,0.024,0
0,0,0,0.34,1,1,0.808,1
7,0,1,0.2,10,1,0.104,0
0,0,0,0.27,1,8,0.784,1
0,0,0,0.24,5,5,0.89,1
0,0,0,0.28,12,5,0.75,1
0,0,0,0.54,6,2,0.962,1
0,0,0,0.34,12,2,0.928,1
4,0,1,0.08,8,6,0.182,0
0,0,0,0.31,7,3,0.913,1
5,1,1,0.38,4,2,0.243,0
2,1,1,0.32,6,9,0.063,0
6,0,1,0.31,3,8,0.071,0
0,0,0,0.3,9,8,0.975,1
0,0,0,0.13,2,6,0.778,1
0,0,0,0.27,11,4,0.731,1
0,0,0,0.14,13,3,0.896,1
2,0,1,0.22,1,1,0.21,0
0,0,0,0.14,1,9,0.909,1
0,0,0,0.35,10,4,0.861,1
0,0,0,0.28,14,4,0.785,1
0,0,0,0.17,3,5,0.749,1
0,0,0,0.26,4,2,0.873,1
0,0,0,0.11,9,5,0.824,1
2,0,1,0.29,13,8,0.02,0
0,0,0,0.35,6,6,0.903,1
4,0,1,0.33,12,6,0.153,0
4,0,1,0.33,14,9,0.093,0
9,0,1,0.12,10,3,0.03,0
6,1,1,0.15,7,5,0.237,0
7,0,1,0.04,12,3,0.034,0
3,0,1,0.44,1,1,0.098,0
0,0,0,0.5,1,9,0.925,1
10,0,1,0.32,5,7,0.111,0
5,0,1,0.21,4,6,0.275,0
0,0,0,0.57,9,5,0.753,1
4,0,1,0.11,5,4,0.072,0
9,0,1,0.17,11,6,0.032,0
0,0,0,0.14,3,5,0.925,1
3,1,1,0.35,6,4,0.118,0
0,0,0,0.04,7,9,0.914,1
7,0,1,0.04,4,5,0.299,0
0,0,0,0.2,8,5,0.808,1
8,1,1,0.11,12,1,0.204,0
7,0,1,0.42,13,4,0.113,0
0,0,0,0.23,11,1,0.807,1
6,0,1,0.32,12,8,0.106,0
4,0,1,0.37,2,6,0.267,0
0,0,0,0.23,7,7,0.909,1
0,0,0,0.63,7,4,0.832,1
0,0,0,0.14,3,8,0.872,1
0,0,0,0.2,8,7,0.743,1
8,1,1,0.28,14,4,0.122,0
9,1,1,0.05,11,1,0.252,0
3,1,1,0.18,6,6,0.07,0
0,0,0,0.22,12,2,0.864,1
5,0,1,0.13,13,3,0.262,0
8,1,1,0.14,12,7,0.24,0
3,1,1,0.15,10,6,0.035,0
